,,,,,,,,,,,,,,,,,,,,,,,,,,,Class
0.679605007,0.635084688,-0.618911996,-0.618932063,-0.351918863,-0.341474409,-0.168742992,-0.37814088,2.036806878,2.664721368,-0.499109926,-0.816812013,0.816812013,-0.703222992,1.072646645,-1.251650046,0.912839754,-0.455572758,1.600938372,0.796196203,0.87957726,-0.78243757,-0.792103292,-0.796467826,0.196683269,2.978520266,-1.120396025,0
0.668081851,0.627046546,-0.61358397,-0.613604636,-0.349403607,-0.334834506,-0.171087752,-0.374344229,1.538896169,2.825226494,-0.499109926,-0.816812013,0.816812013,-0.703222992,1.091998572,-1.560549508,1.248191859,-0.431828317,1.600938372,0.796196203,-1.193597557,-0.694470307,-0.611044533,-0.887587978,-0.347771507,2.836687584,-1.084455724,0
0.668081851,0.623027475,-0.604258938,-0.604278538,-0.349403607,-0.338154458,-0.164053472,-0.373817187,1.974568039,2.771724785,-0.499109926,-0.816812013,0.816812013,-0.703222992,1.101674536,-1.668372905,0.661233445,-0.455572758,1.18988417,0.467947555,0.87957726,-0.694470307,-0.792103292,-0.713271166,0.332846876,2.997341665,-1.091231354,0
0.694969216,0.647141902,-0.584940547,-0.584961401,-0.356368932,-0.341474409,-0.171087752,-0.385433573,2.37912049,2.771724785,-0.499109926,-0.816812013,0.816812013,-0.703222992,1.043952407,-1.144555186,0.476771341,-0.48101323,0.687575934,0.796196203,0.87957726,-0.984103154,-1.018634376,-0.887587978,0.432673568,3.105564707,-1.208184628,0
0.700730794,0.651160973,-0.577613736,-0.577634075,-0.356368932,-0.341474409,-0.168742992,-0.385542885,2.316881652,2.718223077,-0.499109926,-0.816812013,0.816812013,-0.703222992,1.034276444,-1.472396596,-0.093585485,-0.492885451,0.230894715,0.796196203,0.87957726,-0.984103154,-1.157542987,-0.796467826,0.741138045,3.049100511,-1.219379148,0
0.700730794,0.655180044,-0.569620852,-0.569642371,-0.353853676,-0.341474409,-0.173432512,-0.38099276,2.37912049,2.771724785,-0.499109926,-0.816812013,0.816812013,-0.703222992,1.02460048,-2.309484995,1.173669169,-0.467444978,1.144257153,0.796196203,0.87957726,-0.861278546,-0.898205385,-0.988392397,0.055528327,3.154634782,-1.202292776,0
0.681525534,0.637094224,-0.549634133,-0.549654656,-0.354240638,-0.341474409,-0.168742992,-0.382191291,2.223523394,2.664721368,-0.499109926,-0.816812013,0.816812013,-0.703222992,1.06797549,-0.368663849,0.912839754,-0.455572758,1.600938372,0.796196203,0.87957726,-0.878517088,-0.792103292,-0.796467826,0.196683269,2.928105806,-1.120396025,0
0.625830278,0.580827227,-0.42375184,-0.423773191,-0.346888351,-0.334834506,-0.168742992,-0.370006872,1.974568039,2.771724785,-0.499109926,-0.816812013,0.816812013,-0.703222992,1.20243802,-2.421679611,1.248191859,-0.443700537,1.227290102,0.796196203,0.87957726,-0.618671426,-0.697005916,-0.796467826,0.015198344,2.875002574,-1.084455724,0
0.616227648,0.572789084,-0.418420996,-0.418441819,-0.348629682,-0.331514554,-0.166398232,-0.374022148,1.352179653,2.397212825,-0.499109926,-0.816812013,0.816812013,-0.703222992,1.221789947,-0.810156948,1.276230099,-0.431828317,1.258530222,0.796196203,0.87957726,-0.670006788,-0.611044533,-0.713271166,2.46867E-05,2.553694412,-1.008156233,0
0.485631876,0.430112056,-0.40709887,-0.407122022,-0.356175451,-0.341474409,-0.175777272,-0.38509002,2.285762232,2.718223077,-0.499109926,-0.816812013,0.816812013,-0.703222992,1.563451562,-1.765268255,1.583543964,-0.467444978,1.144257153,0.796196203,-0.157010149,-0.973582574,-0.898205385,-1.100861956,-0.166286581,3.110942249,-1.224976408,0
0.308943479,0.351740168,-0.886113488,-0.886099114,0.089798823,-0.026078983,0.042285409,0.0536135,-1.106254473,-0.331374313,-0.499109926,-0.816812013,0.816812013,-0.703222992,1.750965065,0.186480938,1.155960807,0.180439052,-0.098770755,-0.556068707,0.87957726,1.115576551,0.93356109,0.958805624,0.06511169,-0.632499493,1.221320789,0
-0.39204853,-0.357625902,-0.481842257,-0.481846321,0.041428512,-0.105757828,-0.051504991,-0.06090677,-2.444389504,-0.598882855,-0.499109926,-0.816812013,0.816812013,-0.703222992,0.658915783,-0.86334011,-0.033819763,0.32629776,1.241265945,-0.603449202,-1.193597557,1.053974115,1.095517318,0.461166343,-1.041567013,-1.476773658,1.221320789,0
-0.18271119,-0.257149121,-0.922688372,-0.922702496,-0.322509714,-0.32487465,-0.152329672,-0.361308735,-1.510806925,-0.170869187,-0.595943587,-0.816812013,0.816812013,-0.703222992,1.206775521,-2.294914266,0.763794374,-0.392819593,1.600938372,0.796196203,0.87957726,-0.172877672,-0.393649442,-0.325680377,0.277343236,-0.930953099,-0.496154243,0
-0.140459617,-0.206910731,-0.912692195,-0.912706949,-0.321735789,-0.314914795,-0.154674432,-0.360483036,-1.604165183,-0.170869187,-0.595943587,-0.816812013,0.816812013,-0.703222992,1.313544775,-1.555449753,1.583543964,-0.3555069,1.600938372,0.796196203,-0.157010149,-0.16324437,-0.218404497,-0.380264429,-0.166286581,-0.920198014,-0.316747331,0
1.105961791,1.093258807,-0.906976471,-0.906991263,-0.328894595,-0.318234746,-0.154674432,-0.365240074,-0.514985506,-0.331374313,-0.595943587,-0.816812013,0.816812013,-0.703222992,-0.081128613,-1.274963213,1.149689096,-0.380947372,1.344029496,0.796196203,0.87957726,-0.259323888,-0.331358584,-0.380264429,0.06870545,-0.641237999,-0.481719204,0
-0.157744352,-0.229015623,-0.898882718,-0.898895308,-0.318640089,-0.314914795,-0.145295392,-0.356516561,-1.292970989,-0.06386577,-0.595943587,-0.816812013,0.816812013,-0.703222992,1.269836112,-1.44471221,0.529527502,-0.380947372,1.11753863,0.796196203,0.87957726,-0.126358961,-0.331358584,-0.178435494,0.404123134,-0.80659743,-0.189188722,0
-0.643637443,-0.741447203,-0.893724309,-0.893738061,-0.332570739,-0.328194602,-0.149984912,-0.366366381,-0.732821442,-0.224370895,-0.595943587,-0.816812013,0.816812013,-0.703222992,0.040321414,-0.893938641,0.418481316,-0.404691813,1.600938372,0.796196203,0.87957726,-0.316109671,-0.460508295,-0.274177682,0.464218802,-0.250021786,-0.520016246,0
1.426689642,1.436889395,0.844600114,0.844591269,-0.256919571,-0.278395324,-0.079642111,-0.305381819,-0.452746668,-1.454910193,-0.499109926,-0.816812013,0.816812013,-0.703222992,-0.84686436,-0.253555087,-0.6454961,-0.33345849,0.279810165,0.709118538,0.87957726,0.330082127,-0.118323853,0.61171268,1.040019159,-1.212601885,1.171534634,0
2.002847458,2.049797756,-0.54889762,-0.548905187,-0.23969974,-0.261795565,-0.112468751,-0.306482751,-0.950657377,-1.989927279,1.575897106,1.223641163,-1.223641163,0.022913903,-0.912927837,-1.580219993,0.498537869,-0.324978333,0.479993562,0.674116732,0.87957726,0.410444151,0.092426881,0.282227494,0.420894018,-1.886139078,1.12852411,0
-1.060391597,-0.902210051,1.435226593,1.445409456,29.16944979,34.31882298,42.36754834,22.22378364,-2.63110602,1.380680362,-0.851861121,-0.816812013,0.816812013,-0.703222992,-1.012023051,3.859033265,-2.075077405,1.33882856,-2.450411848,0.793635095,0.87957726,3.411344665,1.745003323,6.284712453,1.813676019,-1.851857245,1.221320789,0
-1.096881592,-0.779628379,-0.756338439,-0.756246028,4.533095658,3.021636822,1.195907334,5.526414776,-1.884239956,0.952666693,-0.409192955,-0.816812013,0.816812013,-0.703222992,-1.106780764,0.429812118,1.246716163,2.220764936,-1.584320643,-1.967665948,-1.193597557,2.422410101,2.130376093,2.017912313,-0.34857012,0.459813819,1.221320789,0
-1.091120013,-0.793695128,-0.742323843,-0.742234905,3.717959165,3.406751237,1.205286374,4.58442758,-1.977598214,0.952666693,-0.395359574,-0.816812013,0.816812013,-0.703222992,-1.092433646,0.823950346,1.298365552,2.095258606,-1.71503588,-2.021022361,-1.193597557,2.322274455,2.090302308,1.990180093,-0.320618647,0.516278014,1.221320789,0
-1.096881592,-0.789676057,-0.736326362,-0.736234082,4.562117845,2.922038266,1.160735934,5.573532289,-1.915359376,0.952666693,-0.409192955,-0.816812013,0.816812013,-0.703222992,-1.106780764,0.321260184,1.321238853,2.159707802,-1.577332722,-1.92882248,-1.193597557,2.425705704,2.110650655,2.017912313,-0.308240137,0.472585482,1.221320789,0
-1.096881592,-0.365664044,-0.700306539,-0.700200409,4.347740623,3.227473837,1.399901455,5.327222355,-1.946478795,0.685158151,-0.381526194,-0.816812013,0.816812013,-0.703222992,-1.106780764,2.527997141,-0.125681891,4.700362977,-0.856343651,-2.003521457,-1.193597557,2.401242186,2.707189431,2.125979933,-1.091280706,0.487373724,1.221320789,0
-1.096881592,-0.791685593,-0.694297225,-0.69421142,3.676167215,3.509669745,1.474933775,4.534173194,-2.070956472,0.685158151,-0.423026335,-0.816812013,0.816812013,-0.703222992,-1.106780764,0.83560693,1.155222959,2.151227645,-1.722023801,-2.285243314,-1.193597557,2.316570526,2.106705567,1.966409619,-0.398084159,0.5176224,1.221320789,0
-1.096881592,0.422073914,-0.666280993,-0.666192555,3.643662366,3.589348589,1.467899495,4.476938435,-1.853120537,0.685158151,-0.395359574,-0.816812013,0.816812013,-0.703222992,-1.106780764,3.36945676,-1.201095957,9.450947184,0.343523567,-2.250241507,-1.193597557,2.312134137,3.285456222,1.990180093,-1.673270317,0.494767845,1.221320789,0
-1.094961065,-0.795704664,-0.65627749,-0.656178411,3.997346085,2.945277929,1.224044454,4.891319963,-1.790881698,1.059670111,-0.409192955,-0.816812013,0.816812013,-0.703222992,-1.102109609,0.918660087,1.566942375,2.11221892,-1.600351757,-1.906199361,0.87957726,2.358652848,2.094455032,2.075577723,-0.157302179,0.475274253,1.221320789,0
-1.096881592,-0.793695128,-0.648271645,-0.648181635,3.887642218,3.114595474,1.409280495,4.74745324,-1.977598214,0.685158151,-0.423026335,-0.816812013,0.816812013,-0.703222992,-1.106780764,0.780966695,1.302423718,2.139355424,-1.636524527,-2.186640664,-1.193597557,2.34470991,2.102552843,2.0042663,-0.318422459,0.46250259,1.221320789,0
-1.096881592,-0.470159896,-0.642267402,-0.642170106,3.703641552,2.998397159,1.179494014,4.515377331,-1.884239956,0.685158151,-0.395359574,-0.816812013,0.816812013,-0.703222992,-1.106780764,2.44567252,-0.001723357,4.079615451,-0.954585605,-1.877173473,-1.193597557,2.320373146,2.592574254,2.062592001,-1.024197169,0.450403119,1.221320789,0
-1.018140023,-0.803742806,-0.618251557,-0.618174142,2.87612226,2.048890928,0.820745732,3.541547066,-1.884239956,0.685158151,-0.395359574,-0.816812013,0.816812013,-0.703222992,-0.911593221,0.518693567,1.443352765,1.574576938,-1.511564049,-1.658625609,0.87957726,2.195140212,1.894293744,1.896198681,-0.090418296,0.492751266,1.221320789,0
-1.018140023,-0.795704664,-0.612249568,-0.612165994,3.111782418,2.271327702,1.008326533,3.78285401,-1.884239956,0.685158151,-0.395359574,-0.816812013,0.816812013,-0.703222992,-0.911593221,0.557306,1.318656383,1.623761851,-1.574866397,-1.84985499,0.87957726,2.233800176,1.914434455,1.951663121,-0.022935452,0.424859793,1.221320789,0
-1.018140023,0.235187102,-0.602247756,-0.6021727,3.431413438,2.244768087,1.057566493,4.149979433,-1.946478795,0.685158151,-0.409192955,-0.816812013,0.816812013,-0.703222992,-0.911259567,3.123211434,-1.148708719,7.841413299,1.110550709,-2.033401048,-1.193597557,2.282220197,3.1264069,1.875289467,-1.644919537,0.400660852,1.221320789,0
-1.018140023,-0.795704664,-0.596237878,-0.596148774,3.094369106,1.995771698,0.855917133,3.807103777,-1.977598214,0.685158151,-0.409192955,-0.816812013,0.816812013,-0.703222992,-0.911259567,0.755467918,1.151533717,1.627153914,-1.465937033,-1.519045235,0.87957726,2.231011588,1.914434455,1.999424167,0.06750753,0.492751266,1.221320789,0
-1.025822128,-0.717332775,-0.562226983,-0.562126269,3.216262292,3.01831687,1.437417615,3.951245733,-1.853120537,1.059670111,-0.423026335,-0.816812013,0.816812013,-0.703222992,-0.93027784,1.602755829,1.551078634,2.151227645,-1.607750733,-2.086330609,0.87957726,2.25015144,2.106705567,2.092745288,-0.148717084,0.486701531,1.221320789,0
-1.018140023,-0.799723735,-0.556226121,-0.556132208,3.082373269,2.251407991,1.069290293,3.804870682,-1.884239956,0.685158151,-0.409192955,-0.816812013,0.816812013,-0.703222992,-0.911259567,0.877862045,0.97998396,1.603409473,-1.57815483,-1.777717121,0.87957726,2.229110279,1.904467917,2.040582303,0.160346353,0.510900472,1.221320789,0
-1.018140023,-0.325473332,-0.550212298,-0.550130823,2.861998129,2.424045487,1.123219774,3.527752242,-2.039837053,1.059670111,-0.395359574,-0.816812013,0.816812013,-0.703222992,-0.911593221,2.742186862,-0.398685805,4.45443841,-0.483517489,-2.01419274,-1.193597557,2.19285864,2.662755286,1.936916623,-1.239024209,0.498128809,1.221320789,0
-1.021981075,0.233177567,-0.544214817,-0.54412831,2.830073723,2.702921443,1.191217814,3.486851866,-1.977598214,1.006168402,-0.409192955,-0.816812013,0.816812013,-0.703222992,-0.920935531,3.405883583,-1.038769305,7.853285519,0.575358137,-2.020595509,-1.193597557,2.187281465,3.127652717,1.980715923,-1.585422829,0.494767845,1.221320789,0
-1.018140023,-0.787666522,-0.53821621,-0.53812467,3.059349,2.291247413,1.064600773,3.789096524,-1.884239956,0.952666693,-0.381526194,-0.816812013,0.816812013,-0.703222992,-0.911926875,0.947801546,1.144155233,1.669554701,-1.561301608,-1.802901347,0.87957726,2.225434413,1.934159893,2.02253435,0.071500598,0.529721871,1.221320789,0
-1.021981075,-0.787666522,-0.534214696,-0.534132198,3.129969655,2.331086835,1.057566493,3.814291062,-1.790881698,0.952666693,-0.409192955,-0.816812013,0.816812013,-0.703222992,-0.920935531,0.638902084,1.450362325,1.700083268,-1.56541215,-1.921566008,0.87957726,2.236715518,1.943711158,1.946820987,-0.09421171,0.438975842,1.221320789,0
-1.018140023,-0.807761878,-0.528213834,-0.528126304,3.291913459,2.460564958,1.059911253,4.018492329,-1.884239956,0.685158151,-0.395359574,-0.816812013,0.816812013,-0.703222992,-0.911593221,0.390471149,1.074797482,1.550832497,-1.66612043,-1.852842949,0.87957726,2.261559298,1.883911935,1.990180093,0.109035434,0.451747505,1.221320789,0
-1.014298971,-0.779628379,-0.462178995,-0.46210486,3.289591684,2.17836905,0.994257973,3.941255368,-1.946478795,0.631656442,-0.381526194,-0.816812013,0.816812013,-0.703222992,-0.902250911,0.177738501,1.445566311,1.693299142,-1.50868667,-1.956994666,-1.193597557,2.26130579,1.943711158,1.875289467,-0.240956947,0.345541041,1.221320789,0
-1.018140023,-0.775609308,-0.454175967,-0.454096814,3.563754611,2.135209676,0.970810373,4.283238958,-1.915359376,0.578154733,-0.409192955,-0.816812013,0.816812013,-0.703222992,-0.911259567,0.168267527,1.544806923,1.74757215,-1.469636521,-1.849001288,-1.193597557,2.30110654,1.962813687,1.921950028,-0.187250187,0.367051211,1.221320789,0
-1.021981075,-0.795704664,-0.448171724,-0.448086412,3.15550918,1.939332516,0.930949453,3.805774461,-1.853120537,0.685158151,-0.423026335,-0.816812013,0.816812013,-0.703222992,-0.920601877,0.644730376,1.269958388,1.654290418,-1.428942155,-1.693627415,0.87957726,2.240644891,1.924193356,1.975873789,0.003418794,0.380495067,1.221320789,0
-1.021981075,-0.81580002,-0.444167393,-0.444071964,2.991824045,2.264687798,0.966120853,3.568500361,-1.790881698,0.631656442,-0.409192955,-0.816812013,0.816812013,-0.703222992,-0.920935531,0.915017405,0.822084399,1.530480119,-1.613916546,-1.592463658,0.87957726,2.214533571,1.873530125,2.058410158,0.245798001,0.315964558,1.221320789,0
-1.021981075,-0.787666522,-0.436166619,-0.436082513,3.300813596,2.115289965,0.935638973,3.962354598,-1.853120537,0.685158151,-0.409192955,-0.816812013,0.816812013,-0.703222992,-0.920935531,0.538364051,1.378422105,1.700083268,-1.483201309,-1.718811642,0.87957726,2.262953592,1.943711158,1.966409619,-0.0552793,0.356296126,1.221320789,0
-1.018140023,-0.803742806,-0.424154752,-0.424101718,2.525921203,2.019011361,0.905157093,2.983281246,-1.790881698,0.631656442,-0.409192955,-0.816812013,0.816812013,-0.703222992,-0.911259567,-0.034994148,0.874840561,1.577969001,-1.499232423,-2.170847166,-1.193597557,2.132270237,1.894293744,1.655192483,-0.549820731,0.25412282,1.221320789,0
-1.021981075,0.580827227,-0.418147128,-0.418073847,2.820012698,2.712881299,1.137288334,3.38253473,-1.790881698,0.685158151,-0.423026335,-0.816812013,0.816812013,-0.703222992,-0.920601877,3.495493568,-1.344976398,9.964844726,1.330875761,-2.127308334,-1.193597557,2.185633663,3.328021641,1.87000714,-1.751135137,0.344196656,1.221320789,0
-1.021981075,-0.789676057,-0.412145139,-0.412062881,3.07947105,2.161769291,0.874675213,3.685815903,-1.853120537,0.631656442,-0.423026335,-0.816812013,0.816812013,-0.703222992,-0.920601877,0.690628173,1.41310098,1.689907079,-1.507453507,-1.647100624,0.87957726,2.228730017,1.938935525,1.951663121,-0.074246372,0.336802535,1.221320789,0
-1.021981075,-1.125268504,-0.404070546,-0.404092027,-0.347081832,-0.27175542,-0.157019192,-0.37770363,1.196582556,0.524653025,-0.423026335,-0.816812013,0.816812013,-0.703222992,-0.920601877,0.781695231,0.030004125,-0.335154522,0.093602612,-0.537714102,-1.193597557,-0.624121847,-0.118323853,-0.796467826,-1.007026978,0.891361601,-0.69529886,0
-0.824166892,-0.906229122,-0.396057938,-0.396069329,-0.297937595,-0.148917202,-0.084331631,-0.315901178,1.103224298,0.203642773,-0.409192955,-0.816812013,0.816812013,-0.703222992,-0.42979696,0.710298658,1.074797482,-0.262225168,-0.975960423,-0.838644266,0.87957726,0.071757512,0.129178487,0.130140478,0.109035434,0.758939618,1.055465138,0
-1.021981075,-0.803742806,-0.386138963,-0.386083361,2.888118097,1.853013768,0.801987652,3.448141642,-1.72864286,0.578154733,-0.423026335,-0.816812013,0.816812013,-0.703222992,-0.920601877,-0.358464339,0.944567236,1.605105504,-1.411266824,-1.986020554,-1.193597557,2.197295029,1.904467917,1.688207031,-0.512086241,0.319325522,1.221320789,0
-1.021981075,-0.803742806,-0.378137062,-0.378080949,2.717080675,2.102010157,0.891088533,3.202938494,-1.666404021,0.578154733,-0.423026335,-0.816812013,0.816812013,-0.703222992,-0.920601877,-0.085263164,0.965226992,1.605105504,-1.521840405,-2.098709297,-1.193597557,2.167507844,1.904467917,1.694589843,-0.500905652,0.247400892,1.221320789,0
-1.018140023,-0.795704664,-0.3721362,-0.372066603,2.709147944,2.138529628,0.905157093,3.20353776,-1.946478795,0.685158151,-0.409192955,-0.816812013,0.816812013,-0.703222992,-0.911259567,0.56969112,1.420479465,1.627153914,-1.525539892,-1.897662336,-1.193597557,2.16611355,1.914434455,1.837212689,-0.254533377,0.264205712,1.221320789,0
-1.018140023,-1.125268504,-0.368055231,-0.368075258,-0.341664357,-0.245195806,-0.131226831,-0.37143574,1.103224298,0.203642773,-0.409192955,-0.816812013,0.816812013,-0.703222992,-0.911259567,0.349673107,0.932392737,-0.360594994,-0.670547151,-1.259092794,-1.193597557,-0.488241578,-0.218404497,-0.566026284,-0.518674803,0.736757255,-0.562437584,0
-1.018140023,-0.795704664,-0.35612451,-0.356056145,2.771835868,2.218208472,0.867640933,3.262806509,-2.039837053,0.578154733,-0.409192955,-0.816812013,0.816812013,-0.703222992,-0.911259567,0.450211139,1.379897802,1.627153914,-1.555546849,-1.860953124,-1.193597557,2.1772679,1.914434455,1.82620784,-0.276694902,0.240678964,1.221320789,0
-1.02966318,-0.819819091,-0.350125338,-0.350057013,2.52862994,2.21488852,0.902812333,2.955543245,-1.946478795,0.578154733,-0.423026335,-0.816812013,0.816812013,-0.703222992,-0.93962015,0.625059891,1.499060321,1.557616623,-1.586375914,-1.912602131,-1.193597557,2.132777253,1.883911935,1.82620784,-0.212007206,0.199003009,1.221320789,0
-1.018140023,-0.805752342,-0.344118278,-0.344045484,2.545462809,2.507044284,1.073979814,3.01648291,-1.977598214,0.578154733,-0.409192955,-0.816812013,0.816812013,-0.703222992,-0.911259567,0.787523523,1.521564698,1.56609678,-1.675163622,-2.059865829,0.87957726,2.135946102,1.889102839,1.87000714,-0.132744813,0.272944218,1.221320789,0
-1.021981075,-0.811780949,-0.338116853,-0.338054804,2.155211134,2.055530831,0.790263852,2.541083636,-1.72864286,0.578154733,-0.423026335,-0.816812013,0.816812013,-0.703222992,-0.920601877,0.876404972,1.267375918,1.557616623,-1.525539892,-1.846013329,-1.193597557,2.056724864,1.883911935,1.762599811,-0.337389531,0.237317999,1.221320789,0
-1.018140023,-0.809771413,-0.282092278,-0.282027781,2.91655984,1.853013768,0.741023892,3.455516319,-1.822001118,0.685158151,-0.409192955,-0.816812013,0.816812013,-0.703222992,-0.911259567,-0.037908293,1.392810149,1.542352339,-1.442095889,-1.707286657,-1.193597557,2.201984927,1.878928666,1.792092807,-0.269507381,0.277649568,1.221320789,0
-1.018140023,-0.809771413,-0.278091892,-0.278013896,2.842263041,2.354326498,0.973155133,3.37683097,-1.853120537,0.685158151,-0.423026335,-0.816812013,0.816812013,-0.703222992,-0.910925913,0.593732823,1.290618143,1.545744402,-1.638579798,-1.852416098,0.87957726,2.189436283,1.878928666,1.921950028,-0.007761795,0.291765617,1.221320789,0
-1.014298971,-0.811780949,-0.274083616,-0.274014663,2.529790828,2.301207269,0.984878933,3.030182086,-1.790881698,0.631656442,-0.409192955,-0.816812013,0.816812013,-0.703222992,-0.901917257,0.581347703,1.540748756,1.505039646,-1.636524527,-2.00437516,0.87957726,2.133030761,1.863148316,1.837212689,-0.143126789,0.3307528,1.221320789,0
-1.021981075,-0.811780949,-0.268085571,-0.268009896,2.265108482,2.301207269,0.984878933,2.679758024,-1.853120537,0.578154733,-0.409192955,-0.816812013,0.816812013,-0.703222992,-0.920935531,1.207160528,1.383955968,1.55422456,-1.615971817,-1.9023577,0.87957726,2.080301104,1.883911935,1.901481009,-0.058473755,0.258155977,1.221320789,0
-1.021981075,-0.81580002,-0.262080765,-0.262024852,2.223703495,2.161769291,0.801987652,2.615447245,-1.72864286,0.578154733,-0.423026335,-0.816812013,0.816812013,-0.703222992,-0.920601877,0.509222593,1.092874768,1.533872182,-1.577743776,-1.965958543,-1.193597557,2.07155508,1.873530125,1.700972656,-0.431625928,0.225890722,1.221320789,0
-1.018140023,-0.803742806,-0.256084411,-0.255999235,2.761000918,2.487124573,1.029429373,3.24405359,-1.915359376,0.578154733,-0.409192955,-0.816812013,0.816812013,-0.703222992,-0.911259567,0.974028858,1.126815795,1.577969001,-1.664476213,-1.820402251,0.87957726,2.175239837,1.894293744,1.985558057,0.080884307,0.230596071,1.221320789,0
-1.021981075,-1.093115934,-0.250028888,-0.250028842,-0.185524991,0.103399139,0.035251129,-0.173703419,1.072104879,0.257144482,-0.423026335,-0.816812013,0.816812013,-0.703222992,-0.920601877,0.451668212,0.426228724,-0.141806932,-1.503342965,-1.25098262,0.87957726,0.606405806,0.432742597,0.669818284,0.460026081,0.750201111,1.221026196,0
-1.018140023,-0.801733271,-0.242073759,-0.242006708,2.652070976,2.50040438,1.017705573,3.179699867,-1.915359376,0.685158151,-0.409192955,-0.816812013,0.816812013,-0.703222992,-0.911259567,0.511408202,1.417896995,1.589841221,-1.663654104,-2.068829706,-1.193597557,2.155846477,1.899277013,1.820485318,-0.255930951,0.338146921,1.221320789,0
-1.018140023,-0.7977142,-0.238064356,-0.238015364,1.829195233,1.604017379,0.642543972,2.139843009,-1.790881698,0.685158151,-0.409192955,-0.816812013,0.816812013,-0.703222992,-0.911259567,0.939787644,0.722843787,1.615281693,-1.266164691,-1.822109656,-1.193597557,1.980545721,1.909451186,1.621297547,-0.632077924,0.188247925,1.221320789,0
-1.021981075,-0.811780949,-0.230071472,-0.22999492,2.615889983,2.271327702,0.926259933,3.107901193,-1.884239956,0.631656442,-0.409192955,-0.816812013,0.816812013,-0.703222992,-0.920935531,0.836335466,1.346694623,1.55422456,-1.605695462,-1.802474496,0.87957726,2.149128516,1.883911935,1.91160547,-0.03810911,0.28773246,1.221320789,0
-1.014298971,-0.809771413,-0.224062157,-0.223994661,2.337470468,2.26800775,0.839503813,2.779649964,-1.72864286,0.524653025,-0.409192955,-0.816812013,0.816812013,-0.703222992,-0.901917257,0.806465471,1.56214636,1.518607898,-1.620082359,-1.81698744,-1.193597557,2.09513132,1.86833922,1.82620784,-0.177866478,0.287060267,1.221320789,0
-1.021981075,-0.357625902,-0.218057914,-0.217994402,1.836934483,2.068810639,0.778540052,2.165904237,-1.72864286,0.578154733,-0.423026335,-0.816812013,0.816812013,-0.703222992,-0.920601877,3.005917063,-0.596798104,4.298403513,-0.266891924,-1.785400444,-1.193597557,1.982447031,2.631609857,1.786150189,-1.346238076,0.228579493,1.221320789,0
-1.021981075,-0.811780949,-0.210054887,-0.209991991,2.255821382,1.979171939,0.799642892,2.657745256,-1.69752344,0.578154733,-0.409192955,-0.816812013,0.816812013,-0.703222992,-0.920935531,0.806465471,1.330461958,1.55422456,-1.493477665,-1.831500384,-1.193597557,2.078273041,1.883911935,1.780427667,-0.303248802,0.235973614,1.221320789,0
-1.025822128,-0.803742806,-0.206059572,-0.205987122,2.671999544,2.868919036,1.111495974,3.139014212,-1.853120537,0.631656442,-0.436859715,-0.816812013,0.816812013,-0.703222992,-0.929944186,0.756196455,1.563253133,1.63393804,-1.747098108,-2.092733378,-1.193597557,2.159395589,1.914434455,1.875289467,-0.177267518,0.2279073,1.221320789,0
-1.021981075,-0.817809556,-0.202049605,-0.201982254,1.957666781,1.643856801,0.654267772,2.294406724,-1.69752344,0.578154733,-0.423026335,-0.816812013,0.816812013,-0.703222992,-0.920601877,1.292399294,1.56214636,1.52030393,-1.344676043,-1.455871243,-1.193597557,2.011853954,1.86833922,1.82620784,-0.177866478,0.201691781,1.221320789,0
-1.021981075,-0.81580002,-0.198049782,-0.197981893,1.93115985,1.809854394,0.712886772,2.282126656,-1.635284602,0.685158151,-0.423026335,-0.816812013,0.816812013,-0.703222992,-0.920601877,1.360153185,1.56214636,1.533872182,-1.427297938,-1.575389606,-1.193597557,2.005516255,1.873530125,1.831710264,-0.177866478,0.243367735,1.221320789,0
-1.018140023,-0.81580002,-0.192050047,-0.191986706,1.814297177,1.833094057,0.733989612,2.129585219,-1.790881698,0.578154733,-0.395359574,-0.816812013,0.816812013,-0.703222992,-0.911593221,1.339754164,1.432653963,1.503343615,-1.451139082,-1.704725549,-1.193597557,1.976869855,1.863148316,1.786150189,-0.247944815,0.205052745,1.221320789,0
-1.018140023,-0.785656986,-0.188042335,-0.187978456,1.99636303,1.67705632,0.677715372,2.3274249,-1.790881698,0.578154733,-0.395359574,-0.816812013,0.816812013,-0.703222992,-0.911593221,1.368895623,1.167028534,1.684818985,-1.270275233,-1.579231268,-1.193597557,2.020980241,1.938935525,1.792092807,-0.391695251,0.175476261,1.221320789,0
-1.021981075,-1.105173148,-0.181996392,-0.1820075,-0.262143565,-0.059278502,-0.046815471,-0.269174066,1.072104879,0.257144482,-0.395359574,-0.816812013,0.816812013,-0.703222992,-0.921269185,0.036402426,1.237861982,-0.214736286,-1.241501438,-1.304339032,0.87957726,0.303210283,0.26310383,0.22412189,0.020988292,0.826831091,1.176542709,0
-1.021981075,-1.097135005,-0.17599553,-0.176004987,-0.235443153,0.007120536,-0.009299311,-0.234036011,1.103224298,0.524653025,-0.409192955,-0.816812013,0.816812013,-0.703222992,-0.920935531,-0.002210007,1.372888242,-0.165551373,-1.319601737,-1.581365524,0.87957726,0.428696724,0.379587733,0.309959714,-0.0522845,0.863801696,1.211304639,0
