,,,,,,,,,,,,,,,,,,,,,Class
-0.418355833,0.185436011,0.026769877,-0.489184117,-0.683598474,-0.061400644,-0.278294946,0.563097799,-0.978109868,-0.420487348,-0.29168975,-1.002804698,1.090381367,-0.400329666,-0.409388359,-0.488278885,0.241348772,0.320809614,0.162530695,-0.52358808,-0.493293969,0
-0.312538796,0.718451137,0.160636806,-0.125117176,-0.683598474,-0.061400644,-0.278294946,0.443446868,-0.978109868,-0.420487348,-0.75127053,-1.002804698,1.090381367,-0.400329666,-1.44140775,-0.488278885,-0.179460262,0.320809614,0.093563441,-0.323186078,-0.493293969,0
-1.264892129,-0.07897121,0.146956216,-0.084919722,-0.683598474,-0.061400644,-0.278294946,0.323795937,-0.862297713,-0.047045634,-0.172539177,0.532824045,-1.083471966,-0.565333857,-0.753394823,-0.488278885,-0.780616025,-0.445367433,-0.803010867,-0.456787413,1.140017528,0
-1.264892129,0.250686752,0.219311872,-0.016706591,-0.683598474,-0.061400644,-0.278294946,0.323795937,-0.862297713,0.015194652,-0.359775791,0.532824045,-1.083471966,-0.565333857,-0.753394823,-0.488278885,-0.780616025,-0.445367433,-0.803010867,-0.356586412,1.140017528,0
-1.264892129,-0.919988437,-0.111173169,-0.101925772,-0.683598474,-0.061400644,-0.278294946,0.503272333,-0.978109868,-0.233766491,-0.019345583,-1.452902777,0.912196668,-1.6103604,-1.097401286,-0.488278885,-0.660384872,-0.636911695,-0.803010867,-0.657189414,-0.493293969,0
-1.264892129,1.152682401,0.429988015,0.275273923,-0.683598474,-0.061400644,-0.278294946,0.024668611,-0.746485557,-0.420487348,0.082783479,-0.790993837,0.912196668,-0.235325475,-0.753394823,-0.488278885,1.022851263,0.576201962,0.714268731,0.211219258,1.140017528,0
-1.264892129,-0.536276988,0.052293334,-0.043733623,-0.683598474,-0.061400644,-0.278294946,0.383621403,-0.978109868,-0.233766491,-0.121474646,-0.949851982,0.912196668,-0.565333857,-0.409388359,-0.488278885,-0.780616025,-0.50921552,-0.803010867,-0.52358808,-2.126605467,0
-0.841623981,1.015209331,0.692726363,1.040707002,-0.683598474,-0.061400644,-0.278294946,-0.21463325,-0.167424781,-0.420487348,0.184912541,-0.023179465,0.876559728,1.304713642,1.654650424,0.963082541,0.842504534,0.767746224,0.990137749,-0.289785745,-0.493293969,0
-0.312538796,1.480636654,0.530245689,-0.529100415,-0.683598474,-0.061400644,-0.278294946,-0.035156855,-0.514861247,-0.420487348,-0.512969385,1.03587484,-0.548917868,1.304713642,0.622631033,-0.488278885,0.842504534,0.512353875,0.645301476,-0.089383744,-0.493293969,0
-0.312538796,1.589154435,0.633153052,-0.093469629,-0.683598474,-0.061400644,-0.278294946,-0.274458716,-0.051612626,-0.420487348,-0.121474646,-0.023179465,0.876559728,1.304713642,1.998656888,0.963082541,0.842504534,0.767746224,0.921170494,-0.289785745,-0.493293969,0
-0.312538796,1.145426845,0.804976177,0.812713786,-0.683598474,-0.061400644,-0.278294946,-0.274458716,-0.051612626,-0.420487348,0.048740458,-0.023179465,0.876559728,1.304713642,1.654650424,0.963082541,0.842504534,0.895442398,0.990137749,-0.389986746,-0.493293969,0
-0.947441018,1.188984403,-0.203640486,-0.177407645,-0.683598474,-0.061400644,-0.278294946,-0.334284181,0.75907246,-0.420487348,2.227493788,0.373965899,-1.154745846,-1.005345033,0.966637497,-0.488278885,-0.54015372,-0.381519346,-0.527141849,-0.222985078,1.140017528,0
-0.947441018,1.196043709,-0.203640486,-0.660307549,-0.683598474,-0.061400644,-0.278294946,-0.334284181,0.064199529,-0.420487348,1.325353737,0.559300402,-1.404204425,-1.005345033,0.622631033,0.963082541,-0.419922567,-0.317671259,-0.458174595,-0.389986746,1.140017528,0
-1.264892129,0.345395251,-0.203640486,-1.05248575,-0.683598474,-0.061400644,-0.278294946,-0.21463325,0.874884615,-0.171526205,2.891332693,0.877016694,-1.154745846,0.03968151,-0.065381895,0.963082541,-0.900847177,-0.573063607,-0.734043613,-0.156184411,-0.493293969,0
-1.264892129,1.414157794,-0.203640486,-1.635871141,-0.683598474,-0.061400644,-0.278294946,-0.334284181,0.52744815,-0.420487348,1.614719414,0.824063979,-1.083471966,0.03968151,0.278624569,-0.488278885,-0.419922567,-0.381519346,-0.527141849,-0.289785745,-0.493293969,0
0.745631574,0.090128119,-0.091349949,-0.704474233,-0.683598474,-0.061400644,-0.278294946,0.563097799,-0.862297713,-0.109285919,-0.155517666,0.718158548,-0.905287267,0.094682907,-0.753394823,-0.488278885,0.662157806,0.767746224,0.714268731,-0.52358808,1.140017528,0
1.063082685,-0.675673607,-0.203640486,0.053691888,2.770859165,-0.061400644,-0.278294946,-0.9923643,1.917194012,-0.420487348,-0.683184488,1.618354707,-1.332930546,1.304713642,1.310643961,2.414443968,0.421695501,-0.189975084,0.162530695,1.213229265,-0.493293969,0
1.063082685,-0.919988437,-0.203640486,-0.682902367,3.744644856,-0.061400644,-0.278294946,-1.829920814,3.538564185,-0.420487348,-1.398087925,1.353591131,-1.332930546,0.754699672,3.374682744,3.865805395,-2.343621007,-1.147696392,-1.492683412,2.148438605,-0.493293969,0
1.063082685,-0.592442006,-0.203640486,0.176250872,3.105647053,-0.061400644,-0.278294946,-1.291491626,2.496254788,-0.420487348,-1.074679227,1.856641926,-1.439841365,1.634722024,2.686669816,0.963082541,0.421695501,-0.381519346,-0.113338323,1.714234268,-0.493293969,0
1.063082685,-0.624929122,-0.203640486,-0.00348119,2.350549099,-0.061400644,-0.278294946,-0.932538834,1.453945391,-0.420487348,-0.921485634,1.856641926,-1.439841365,1.634722024,1.310643961,-0.488278885,0.421695501,-0.06227891,0.162530695,0.712224262,-0.493293969,0
1.063082685,-0.579657564,-0.203640486,0.717692419,2.816084558,-0.061400644,-0.278294946,-1.171840696,1.917194012,-0.420487348,-0.972550165,1.856641926,-1.439841365,1.634722024,0.966637497,-0.488278885,0.421695501,-0.253823171,0.024596186,1.179828932,-0.493293969,0
-0.206721759,-0.709091143,-0.1684736,-1.635871141,-0.683598474,-0.061400644,-0.278294946,0.682748729,-1.093922023,1.695682366,-0.172539177,-0.499753903,1.232929127,0.864702466,-0.065381895,-0.488278885,-0.419922567,-0.06227891,-0.320240086,-0.590388747,-2.126605467,0
-0.206721759,-0.919988437,-0.183900272,-1.635871141,-0.683598474,-0.061400644,-0.278294946,0.682748729,-1.093922023,1.63344208,-0.121474646,-1.452902777,1.232929127,-1.115347827,-0.753394823,-0.488278885,-0.419922567,-0.126126997,-0.320240086,-0.62378908,-2.126605467,0
-0.206721759,-0.919988437,-0.17456111,-1.635871141,-0.683598474,-0.061400644,-0.278294946,0.862225125,-1.209734178,1.695682366,-0.240625218,-1.399950062,1.232929127,-1.005345033,-1.097401286,-0.488278885,-0.419922567,-0.06227891,-0.251272832,-0.590388747,-2.126605467,0
-0.206721759,-0.919988437,-0.171745556,-1.635871141,-0.683598474,-0.061400644,-0.278294946,0.862225125,-1.209734178,1.882403223,-0.274668239,-1.399950062,1.232929127,-1.005345033,-0.753394823,-0.488278885,-0.419922567,-0.06227891,-0.320240086,-0.62378908,-2.126605467,0
-0.312538796,-0.919988437,-0.133306714,-1.635871141,-0.683598474,-0.061400644,-0.278294946,0.144319541,-0.399049092,-0.047045634,2.32962285,0.453394972,-1.368567485,-1.170349224,-0.409388359,-0.488278885,-0.299691415,-0.189975084,-0.320240086,-0.456787413,1.140017528,0
-0.312538796,-0.919988437,-0.151713027,-1.635871141,-0.683598474,-0.061400644,-0.278294946,0.204145007,-0.630673402,0.388636366,0.508321239,-0.076132181,-0.869650327,-1.500357606,-1.097401286,-0.488278885,-0.299691415,-0.189975084,-0.320240086,-0.62378908,1.140017528,0
-0.312538796,-0.28729658,-0.150890156,-1.635871141,-0.683598474,-0.061400644,-0.278294946,0.981876056,-0.978109868,-0.296006777,0.440235197,1.274162058,-0.905287267,1.249712245,0.966637497,0.963082541,-0.419922567,-0.06227891,-0.251272832,-0.52358808,-0.493293969,0
-0.312538796,-0.076399312,-0.098139828,-1.635871141,-0.683598474,-0.061400644,-0.278294946,0.981876056,-1.209734178,0.015194652,-0.257646729,-0.182037611,0.734011968,0.754699672,-0.065381895,-0.488278885,0.421695501,0.320809614,0.23149795,-0.456787413,-0.493293969,0
-0.312538796,0.051638246,-0.082127238,-1.635871141,-0.683598474,-0.061400644,-0.278294946,0.981876056,-1.209734178,-0.109285919,-0.410840322,-1.188139201,1.090381367,-0.785339445,-0.753394823,-0.488278885,0.421695501,0.256961526,0.162530695,-0.456787413,-0.493293969,0
-0.312538796,-0.28729658,-0.186057042,-1.635871141,-0.683598474,-0.061400644,-0.278294946,0.862225125,-0.630673402,0.886558652,1.90408509,1.168256628,-0.869650327,1.084708054,4.750708599,-0.488278885,-0.179460262,0.129265352,0.024596186,-0.456787413,-0.493293969,0
-1.58234324,-0.709091143,0.077694604,-1.635871141,-0.683598474,-0.061400644,-0.278294946,0.503272333,-0.862297713,0.077434938,0.644493322,0.082725965,-1.226019726,-1.720363194,0.622631033,-0.488278885,-0.780616025,-0.764607869,-0.940945376,-0.590388747,1.140017528,0
-1.58234324,-0.919988437,0.026949886,-1.635871141,-0.683598474,-0.061400644,-0.278294946,0.383621403,-0.746485557,0.139675223,0.865772957,0.082725965,-1.226019726,-1.720363194,0.278624569,-0.488278885,-0.780616025,-0.700759782,-0.871978122,-0.62378908,1.140017528,0
-0.947441018,-0.28729658,-0.133306714,-1.635871141,-0.683598474,-0.061400644,-0.278294946,0.443446868,-0.746485557,-0.296006777,1.223224675,0.426918614,-1.439841365,-1.335353415,0.966637497,-0.488278885,-0.419922567,-0.317671259,-0.458174595,-0.556988413,1.140017528,0
-0.947441018,-0.113827401,-0.13642726,-1.635871141,-0.683598474,-0.061400644,-0.278294946,0.443446868,-0.746485557,-0.233766491,1.035988061,0.082725965,-0.976561147,-1.335353415,0.966637497,-0.488278885,-0.54015372,-0.317671259,-0.458174595,-0.52358808,1.140017528,0
-0.947441018,0.201367849,-0.063401805,-1.635871141,-0.683598474,-0.061400644,-0.278294946,0.682748729,-0.862297713,-0.420487348,-0.138496156,-0.076132181,-0.335096228,-0.675336651,-0.065381895,-0.488278885,-0.54015372,-0.253823171,-0.38920734,-0.556988413,1.140017528,0
-0.947441018,-0.247472891,-0.119534575,-1.635871141,-0.683598474,-0.061400644,-0.278294946,0.323795937,-0.630673402,-0.171526205,1.121095613,0.215107753,-1.154745846,-1.335353415,0.966637497,-0.488278885,-0.419922567,-0.317671259,-0.458174595,-0.52358808,1.140017528,0
-0.947441018,-0.247472891,-0.119534575,-1.635871141,-0.683598474,-0.061400644,-0.278294946,0.323795937,-0.630673402,-0.171526205,1.121095613,0.215107753,-1.154745846,-1.335353415,0.966637497,-0.488278885,-0.419922567,-0.317671259,-0.458174595,-0.52358808,1.140017528,0
1.486350833,-0.849728399,-0.203640486,0.016135596,-0.232038234,-0.061400644,-0.278294946,0.622923264,-0.862297713,1.571201794,-0.002324073,-0.049655823,0.09254705,0.03968151,-0.065381895,-0.488278885,0.842504534,0.895442398,0.921170494,-0.490187746,1.140017528,0
1.486350833,-0.821864328,-0.203640486,0.128433887,-0.052956134,-0.061400644,-0.278294946,0.443446868,-0.746485557,1.571201794,0.065761969,-0.049655823,0.09254705,0.03968151,-0.409388359,-0.488278885,0.962735687,0.895442398,0.990137749,-0.389986746,1.140017528,0
1.486350833,-0.801048715,-0.203640486,0.338199657,0.080825458,-0.061400644,-0.278294946,0.263970472,-0.630673402,1.571201794,0.082783479,0.162155038,-0.156911529,0.094682907,-0.409388359,-0.488278885,0.962735687,0.895442398,0.990137749,-0.323186078,1.140017528,0
1.486350833,-0.919988437,-0.203640486,0.064645276,1.950380941,-0.061400644,-0.278294946,-1.052189765,0.52744815,0.513116937,-0.30871126,0.188631396,-0.156911529,0.149684304,0.278624569,-0.488278885,0.902620111,0.448505788,0.576334222,0.344820593,1.140017528,0
1.486350833,-0.647209738,-0.203640486,0.250534187,1.069546418,-0.061400644,-0.278294946,-0.9923643,0.295823839,0.139675223,0.695557853,0.162155038,-0.156911529,0.094682907,-0.409388359,-0.488278885,0.902620111,0.576201962,0.645301476,0.044217591,1.140017528,0
1.486350833,-0.919988437,-0.203640486,-1.249845139,-0.683598474,-0.061400644,-0.278294946,0.323795937,-0.978109868,1.508961509,0.150869521,-0.817470194,1.054744428,-0.070321284,-0.409388359,-0.488278885,1.443660297,1.406227096,1.403941276,-0.52358808,1.140017528,0
1.486350833,-0.919988437,-0.203640486,-1.228249282,-0.683598474,-0.061400644,-0.278294946,0.503272333,-1.093922023,1.571201794,-0.002324073,-1.241091916,1.624935466,-0.070321284,-0.753394823,0.963082541,1.443660297,1.470075183,1.47290853,-0.62378908,1.140017528,0
1.486350833,-0.58668549,-0.203640486,-0.713886388,0.030446049,-0.061400644,-0.278294946,-0.154807785,-0.514861247,1.757922651,-0.121474646,0.373965899,-0.228185409,0.42469129,-0.753394823,0.963082541,1.263313568,1.150834747,1.334974021,-0.122784077,1.140017528,0
1.486350833,-0.275470576,-0.203640486,-0.447291544,0.144863017,-0.061400644,-0.278294946,-0.453935112,-0.167424781,1.508961509,-0.172539177,0.13567868,0.09254705,0.42469129,-0.753394823,2.414443968,1.563891449,1.214682835,1.334974021,0.077617924,1.140017528,0
1.486350833,-0.148271724,-0.203640486,-0.212719378,-0.02229011,-0.061400644,-0.278294946,-0.394109646,-0.283236937,1.63344208,-0.223603708,0.109202323,0.12818399,0.42469129,-0.753394823,3.865805395,1.563891449,1.342379009,1.47290853,-0.05598341,1.140017528,0
1.486350833,0.00626008,-0.203640486,-0.354773893,0.506998829,-0.061400644,-0.278294946,-0.812887904,0.064199529,0.948798937,-0.29168975,0.373965899,-0.228185409,0.42469129,-1.097401286,0.963082541,1.563891449,1.08698666,1.334974021,0.51182226,1.140017528,0
1.486350833,-0.070019228,-0.203640486,-0.460276045,0.408949616,-0.061400644,-0.278294946,-0.9923643,0.180011684,-0.420487348,-0.30871126,0.506347687,-0.370733168,0.479692687,-0.065381895,-0.488278885,0.722273382,0.959290486,0.990137749,0.244619592,1.140017528,0
1.486350833,-0.919988437,-0.203640486,-0.333302998,0.526952966,-0.061400644,-0.278294946,-0.9923643,-0.051612626,0.513116937,-0.257646729,0.241584111,-0.370733168,-0.070321284,-0.065381895,-0.488278885,0.722273382,0.767746224,0.990137749,0.111018258,1.140017528,0
1.486350833,-0.447341997,-0.203640486,-0.328433574,0.531478401,-0.061400644,-0.278294946,-0.9923643,-0.051612626,0.575357223,-0.257646729,0.294536826,-0.370733168,0.03968151,0.278624569,-0.488278885,0.722273382,0.831594311,0.990137749,0.144418591,1.140017528,0
2.121253055,-0.919988437,-0.203640486,-0.796160343,-0.683598474,-0.061400644,-0.278294946,0.862225125,-1.093922023,2.691526937,0.150869521,-1.002804698,1.339839947,-0.015319887,-0.753394823,-0.488278885,1.443660297,1.533923271,1.610843039,-0.62378908,1.140017528,0
2.121253055,-0.919988437,-0.203640486,0.08868284,-0.363053048,-0.061400644,-0.278294946,0.80239966,-1.093922023,2.567046365,-0.189560687,-0.552706618,0.698375029,-0.070321284,-0.065381895,3.865805395,1.383544721,1.342379009,1.403941276,-0.556988413,1.140017528,0
2.121253055,-0.919988437,-0.203640486,0.016441654,-0.171735403,-0.061400644,-0.278294946,0.622923264,-0.978109868,2.380325508,-0.257646729,-0.261466684,0.30636869,-0.070321284,-0.065381895,3.865805395,1.383544721,1.342379009,1.47290853,-0.52358808,1.140017528,0
2.121253055,-0.919988437,-0.203640486,-0.288127246,-0.370464517,-0.061400644,-0.278294946,0.80239966,-1.093922023,3.251689508,-0.121474646,-0.52623026,0.698375029,-0.015319887,-0.409388359,2.414443968,1.383544721,1.406227096,1.47290853,-0.556988413,1.140017528,0
2.121253055,-0.919988437,-0.203640486,-0.07627451,-0.321242778,-0.061400644,-0.278294946,0.742574195,-0.978109868,2.691526937,-0.240625218,-0.552706618,0.698375029,-0.070321284,-0.065381895,3.865805395,1.383544721,1.342379009,1.47290853,-0.52358808,1.140017528,0
2.121253055,-0.919988437,-0.203640486,0.92632332,-0.088299839,-0.061400644,-0.278294946,0.682748729,-0.978109868,2.006883794,-0.240625218,-0.340895757,0.30636869,-0.235325475,-0.409388359,2.414443968,1.263313568,1.278530922,1.334974021,-0.52358808,1.140017528,0
2.121253055,-0.919988437,-0.203640486,-0.035232504,-0.683598474,-0.061400644,-0.278294946,0.742574195,-1.093922023,2.255844937,0.082783479,-0.87042291,1.161655247,-0.015319887,-0.065381895,-0.488278885,1.443660297,1.597771358,1.679810293,-0.657189414,1.140017528,0
-0.418355833,0.904816601,-0.203640486,-0.554202447,0.99182968,-0.061400644,-0.278294946,-1.291491626,1.106508926,-0.420487348,-0.615098447,0.718158548,-0.727102567,0.369689892,0.966637497,0.963082541,1.143082416,0.448505788,0.507366968,0.845825596,1.140017528,0
-0.418355833,0.597206618,-0.203640486,-0.936392051,2.56673213,-0.061400644,-0.278294946,-1.710269883,2.148818322,-0.420487348,-0.76829204,1.062351197,-1.190382786,0.369689892,0.622631033,0.963082541,0.000886467,-0.189975084,-0.044371068,0.177818925,1.140017528,0
-0.418355833,-0.032739874,-0.203640486,-1.02229298,1.597335296,-0.061400644,-0.278294946,-1.470968022,1.338133236,-0.420487348,0.848751446,0.479871329,-0.406370108,0.369689892,-0.753394823,0.963082541,0.902620111,0.256961526,0.369432459,0.612023261,1.140017528,0
-0.418355833,1.16121192,-0.203640486,-0.676366225,1.099847657,-0.061400644,-0.278294946,-1.11201523,0.874884615,-0.420487348,-0.427861833,0.559300402,-0.406370108,0.534694084,-0.753394823,0.963082541,1.263313568,0.576201962,0.645301476,0.745624595,1.140017528,0
0.639814537,-0.919988437,-0.203640486,0.165053401,-0.683598474,-0.061400644,-0.278294946,0.024668611,-0.862297713,3.064968651,-0.29168975,-0.923375625,0.805285848,-0.675336651,-0.409388359,-0.488278885,0.301464348,0.384657701,0.300465204,-0.657189414,1.140017528,0
0.639814537,-0.919988437,-0.203640486,-0.316099275,-0.683598474,-0.061400644,-0.278294946,0.084494076,-0.862297713,2.878247794,-0.070410115,-0.923375625,0.805285848,-0.675336651,-0.065381895,-0.488278885,0.301464348,0.320809614,0.300465204,-0.62378908,1.140017528,0
0.639814537,-0.919988437,-0.203640486,-0.477793169,-0.683598474,-0.061400644,-0.278294946,-0.154807785,-0.746485557,2.318085223,-0.070410115,-0.923375625,0.805285848,-0.675336651,-0.409388359,-0.488278885,0.301464348,0.384657701,0.369432459,-0.657189414,1.140017528,0
0.639814537,-0.919988437,-0.203640486,-0.141257691,-0.683598474,-0.061400644,-0.278294946,-0.154807785,-0.862297713,2.567046365,-0.172539177,-0.923375625,0.805285848,-0.675336651,-0.753394823,-0.488278885,0.301464348,0.384657701,0.369432459,-0.657189414,1.140017528,0
0.639814537,-0.919988437,-0.203640486,-0.42430229,-0.683598474,-0.061400644,-0.278294946,-0.09498232,-0.978109868,2.94048808,-0.478926364,-1.452902777,1.411113827,-0.840340842,-1.097401286,-0.488278885,0.301464348,0.448505788,0.369432459,-0.690589748,-0.493293969,0
0.639814537,-0.681660585,-0.203640486,-0.646975163,-0.683598474,-0.061400644,-0.278294946,-0.334284181,-0.746485557,0.32639608,0.389170666,-0.658612049,0.520190329,-0.565333857,0.278624569,-0.488278885,0.301464348,0.512353875,0.369432459,-0.657189414,1.140017528,0
0.639814537,-0.646027616,-0.203640486,-0.120206798,-0.683598474,-0.061400644,-0.278294946,-0.334284181,-0.746485557,0.139675223,0.457256707,-0.658612049,0.520190329,-0.565333857,0.278624569,-0.488278885,0.361579924,0.512353875,0.438399713,-0.657189414,1.140017528,0
0.639814537,-0.714239163,-0.203640486,-0.497581328,-0.683598474,-0.061400644,-0.278294946,-0.274458716,-0.746485557,0.015194652,0.440235197,-0.658612049,0.520190329,-0.565333857,0.278624569,-0.488278885,0.361579924,0.512353875,0.438399713,-0.657189414,1.140017528,0
0.639814537,-0.452583931,-0.203640486,-0.342933811,-0.683598474,-0.061400644,-0.278294946,-0.21463325,-0.746485557,0.077434938,0.355127645,-0.605659333,0.520190329,-0.455331063,-0.065381895,-0.488278885,0.361579924,0.576201962,0.438399713,-0.62378908,1.140017528,0
0.639814537,-0.449977567,-0.203640486,-0.33572414,-0.683598474,-0.061400644,-0.278294946,-0.21463325,-0.746485557,0.077434938,0.355127645,-0.605659333,0.520190329,-0.455331063,-0.065381895,-0.488278885,0.361579924,0.576201962,0.438399713,-0.62378908,1.140017528,0
0.639814537,-0.621092642,-0.203640486,-0.395659985,-0.683598474,-0.061400644,-0.278294946,-0.09498232,-0.862297713,0.139675223,0.014697437,-1.294044632,1.446750766,-0.455331063,-1.44140775,-0.488278885,0.361579924,0.576201962,0.507366968,-0.657189414,-0.493293969,0
0.639814537,-0.327796762,-0.203640486,0.002253175,-0.683598474,-0.061400644,-0.278294946,0.024668611,-0.862297713,0.388636366,-0.29168975,-1.294044632,1.446750766,-0.455331063,-1.44140775,-0.488278885,0.662157806,0.767746224,0.645301476,-0.62378908,-0.493293969,0
0.639814537,-0.919988437,-0.203640486,-0.359449456,-0.683598474,-0.061400644,-0.278294946,-0.334284181,-0.746485557,0.201915509,0.150869521,-1.346997347,1.446750766,-0.565333857,-0.753394823,-0.488278885,0.361579924,0.512353875,0.438399713,-0.657189414,-0.493293969,0
0.639814537,-0.919988437,-0.203640486,-1.148768697,-0.683598474,-0.061400644,-0.278294946,-0.21463325,-0.862297713,1.882403223,-0.070410115,-1.294044632,1.375476887,-0.565333857,-0.753394823,-0.488278885,0.241348772,0.448505788,0.300465204,-0.657189414,-0.493293969,0
0.639814537,-0.919988437,-0.203640486,-1.104352089,-0.683598474,-0.061400644,-0.278294946,-0.035156855,-0.862297713,3.189449222,-0.547012405,-1.53233185,1.375476887,-1.06034643,-1.097401286,-0.488278885,0.301464348,0.448505788,0.369432459,-0.690589748,1.140017528,0
1.063082685,-0.919988437,-0.203640486,-0.204467833,-0.683598474,-0.061400644,-0.278294946,0.024668611,-0.862297713,0.886558652,0.1168265,-1.294044632,1.482387706,-0.400329666,-1.097401286,-0.488278885,0.541926653,0.703898137,0.645301476,-0.657189414,-0.493293969,0
1.063082685,-0.919988437,-0.203640486,-0.306062974,-0.683598474,-0.061400644,-0.278294946,-0.09498232,-0.746485557,-0.233766491,0.235977072,-1.294044632,1.482387706,-0.400329666,-1.097401286,-0.488278885,0.541926653,0.703898137,0.645301476,-0.657189414,-0.493293969,0
1.063082685,-0.919988437,-0.203640486,-0.215609031,-0.683598474,-0.061400644,-0.278294946,-0.035156855,-0.746485557,-0.358247062,0.491299728,-1.108710128,1.268566067,-0.345328269,-1.097401286,-0.488278885,0.541926653,0.831594311,0.714268731,-0.62378908,-0.493293969,0
1.063082685,-0.919988437,-0.203640486,0.013843683,-0.683598474,-0.061400644,-0.278294946,-0.21463325,-0.746485557,-0.420487348,0.746622384,-1.108710128,1.268566067,-0.345328269,-1.44140775,-0.488278885,0.902620111,0.831594311,0.783235985,-0.52358808,1.140017528,0
1.063082685,-0.919988437,-0.203640486,-0.134843048,-0.683598474,-0.061400644,-0.278294946,-0.21463325,-0.630673402,-0.420487348,0.593428791,-1.029281055,1.161655247,-0.345328269,-1.44140775,-0.488278885,0.902620111,0.831594311,0.85220324,-0.456787413,1.140017528,0
1.063082685,-0.548126913,-0.203640486,-0.092902562,-0.683598474,-0.061400644,-0.278294946,-0.334284181,-0.630673402,-0.420487348,0.644493322,-1.108710128,1.304203007,-0.290326872,-1.097401286,-0.488278885,0.902620111,0.895442398,0.85220324,-0.556988413,1.140017528,0
1.063082685,-0.165165033,-0.203640486,-0.069873192,-0.683598474,-0.061400644,-0.278294946,0.084494076,-0.862297713,1.260000366,-0.393818812,-1.267568274,1.518024646,-0.290326872,-1.097401286,-0.488278885,0.842504534,0.959290486,0.921170494,-0.657189414,-0.493293969,0
1.063082685,-0.172969712,-0.203640486,-0.086065189,-0.683598474,-0.061400644,-0.278294946,-0.513760577,-0.514861247,0.388636366,0.644493322,0.559300402,-0.691465627,0.094682907,0.278624569,-0.488278885,0.541926653,0.767746224,0.645301476,-0.62378908,1.140017528,0
1.063082685,-0.644835176,-0.203640486,0.266955543,-0.683598474,-0.061400644,-0.278294946,-0.035156855,-0.862297713,2.06912408,-0.189560687,-1.214615559,1.411113827,-0.345328269,-0.409388359,-0.488278885,0.662157806,0.831594311,0.783235985,-0.690589748,-0.493293969,0
1.063082685,-0.529763366,-0.203640486,-0.556428084,-0.683598474,-0.061400644,-0.278294946,0.024668611,-0.862297713,0.575357223,0.031718948,-1.320520989,1.589298526,-0.290326872,-1.44140775,-0.488278885,0.842504534,1.023138573,0.921170494,-0.657189414,-0.493293969,0
1.063082685,-0.485511034,-0.203640486,-0.43401704,-0.683598474,-0.061400644,-0.278294946,-0.394109646,-0.630673402,-0.420487348,0.542364259,-1.108710128,1.304203007,-0.290326872,-1.097401286,-0.488278885,0.902620111,0.831594311,0.85220324,-0.52358808,-0.493293969,0
1.063082685,-0.919988437,-0.203640486,-0.144444518,-0.683598474,-0.061400644,-0.278294946,0.263970472,-0.978109868,1.446721223,-0.189560687,-1.505855493,1.767483225,-0.400329666,-1.097401286,-0.488278885,0.842504534,0.959290486,0.921170494,-0.690589748,-0.493293969,0
1.063082685,-0.624238925,-0.203640486,0.409389351,-0.683598474,-0.061400644,-0.278294946,-0.09498232,-0.862297713,1.882403223,-0.172539177,-1.214615559,1.411113827,-0.345328269,-0.409388359,-0.488278885,0.662157806,0.831594311,0.783235985,-0.690589748,-0.493293969,0
1.063082685,-0.507482977,-0.203640486,0.646279242,-0.683598474,-0.061400644,-0.278294946,-0.035156855,-0.862297713,2.193604651,-0.155517666,-0.923375625,1.019107488,-0.345328269,-0.065381895,-0.488278885,0.662157806,0.831594311,0.783235985,-0.657189414,1.140017528,0
0.428180463,0.897555811,-0.203640486,0.24951725,-0.683598474,-0.061400644,-0.278294946,-0.154807785,-0.862297713,0.824318366,-0.717227509,-0.949851982,1.054744428,-0.345328269,-0.753394823,-0.488278885,0.301464348,0.64005005,0.507366968,-0.590388747,-0.493293969,0
0.428180463,1.052957018,-0.203640486,0.638118104,-0.683598474,-0.061400644,-0.278294946,-0.154807785,-0.862297713,0.824318366,-0.666162978,-0.949851982,1.054744428,-0.345328269,-0.753394823,0.963082541,0.301464348,0.64005005,0.507366968,-0.590388747,-0.493293969,0
0.428180463,0.450558135,-0.203640486,-0.214165656,-0.683598474,-0.061400644,-0.278294946,-0.154807785,-0.862297713,0.699837795,-0.632119957,-0.949851982,1.054744428,-0.345328269,-0.753394823,-0.488278885,0.301464348,0.576201962,0.438399713,-0.62378908,-0.493293969,0
0.428180463,0.114933145,-0.203640486,0.272666615,-0.683598474,-0.061400644,-0.278294946,-0.154807785,-0.862297713,0.948798937,-0.632119957,-0.97632834,1.054744428,-0.400329666,-0.409388359,-0.488278885,0.301464348,0.512353875,0.369432459,-0.657189414,-0.493293969,0
0.428180463,-0.081295755,-0.203640486,0.104126604,-0.683598474,-0.061400644,-0.278294946,-0.035156855,-0.862297713,0.699837795,-0.700205999,-1.320520989,1.518024646,-0.400329666,-1.097401286,-0.488278885,0.241348772,0.512353875,0.369432459,-0.657189414,-0.493293969,0
0.428180463,-0.485511034,-0.203640486,0.166910028,-0.683598474,-0.061400644,-0.278294946,-0.035156855,-0.862297713,0.450876652,-0.189560687,-1.241091916,1.268566067,-0.620335254,-0.753394823,-0.488278885,0.361579924,0.448505788,0.369432459,-0.657189414,-0.493293969,0
0.322363426,-0.31720932,-0.203640486,0.031540294,-0.683598474,-0.061400644,-0.278294946,-0.154807785,-0.746485557,0.015194652,0.048740458,-1.055757413,1.019107488,-0.620335254,-0.409388359,-0.488278885,0.361579924,0.448505788,0.369432459,-0.657189414,-0.493293969,0
