,,,,,,,,,,Class
-0.435640673,-0.032506508,-0.10139039,-0.298266686,-0.044856563,-0.064249415,0.087242057,-0.759264065,0.562331701,-0.43720387,0
-0.249543022,-0.542550729,-0.464912377,-0.356796393,-0.471964144,0.781388655,0.262722043,0.317834279,-0.939207137,0.603839081,0
-0.841991646,-0.359961079,-1.195341888,1.346035185,1.513362197,0.053213219,-0.443160638,-0.756906598,1.320636473,0.230356776,0
-0.840174101,-0.620049674,-1.220945008,1.102617244,0.843744379,-0.306189168,-0.400050933,0.178676507,1.71326017,-1.320760957,0
-0.805310297,-0.51354177,-0.883660929,0.788635449,0.448307911,0.147244131,-0.455701785,-0.454291379,0.233051707,-0.381203603,0
0.983653694,0.33029626,1.558157309,-1.012657319,-0.994989953,-0.132652883,0.873853962,0.478876643,-0.969325564,1.6607655,0
-0.733656564,-0.530569953,-0.821028503,0.739404854,0.489027913,0.048656253,0.00474813,0.425456729,0.695523953,-0.070666402,0
-0.676887811,-0.639416234,-0.851921524,0.669935015,0.708915927,-0.050414683,-0.567889761,0.344659469,-0.626836675,-0.284149856,0
0.640345544,0.769142619,1.158875592,-0.886298792,-0.938886838,0.182811435,0.707064152,-1.379076229,-1.054363576,2.044444269,0
-0.195009612,0.120643573,0.507794594,-0.869888593,-0.801343719,-0.100966939,0.559813512,0.718776518,-0.826732317,-0.491919543,0
-0.956315181,-0.575489688,-0.636093569,1.827948009,1.614709758,0.335577887,-0.379317648,-0.478091713,-0.440617296,0.05811414,0
0.039458322,-0.515711173,-0.401010374,-0.066882889,-0.277413021,-0.030322146,-1.18151187,-0.273630664,-0.817270028,0.147821616,0
1.033787231,-0.539122199,-0.219249381,-0.54277864,-0.593219262,-1.99373596,1.450352628,0.177528982,0.10156803,0.503493561,0
-0.611180044,-0.66304529,-0.978244357,0.672670048,0.589470586,0.336282206,0.176020283,0.228802689,1.219029878,0.551438353,0
-0.876994716,-0.611715457,-0.992421291,1.678615204,1.944089334,0.141297105,-0.296768819,0.411206297,2.170123999,0.366256109,0
0.103313137,0.315982557,0.699500601,-0.734777961,-0.636653932,-0.935553776,0.653521138,-0.958313982,-0.930127936,1.033843518,0
-0.701613495,-0.672426053,-1.046589876,0.961489538,0.86908127,0.603401813,-0.501782071,-0.481207794,-0.62685966,-0.433309945,0
-0.404157029,-0.606913336,-0.713537718,-0.159327007,-0.338945469,0.378242437,0.383055098,-0.425449619,-0.654055121,-0.727696054,0
-0.743232898,-0.528852962,-0.978244357,0.790823476,0.511650137,0.557938563,-0.363921605,0.198837411,-0.058026689,-0.553633576,0
-0.76024228,-0.651985693,-1.190263583,1.117933429,1.049154169,-0.02413359,0.126328241,0.477633091,-0.503298256,-0.242400553,0
-0.537390107,-0.256478348,-0.006806962,-0.480966893,-0.571501928,-0.434882071,-0.319292297,0.554723702,-0.247402719,-0.18148939,0
-0.569721151,-0.218988002,0.107666493,0.372363419,1.0138635,0.224710861,0.206757466,-0.591005259,-0.328594521,-0.660616164,0
-0.0159815,-0.09662928,0.668819176,-0.554812786,-0.578741039,0.606656548,0.787605142,0.673413283,-0.662042519,0.317428159,0
0.37219639,-0.230630832,0.125228963,-0.80917086,-0.790485052,-0.141851266,0.790611017,0.391626357,-0.778961166,0.794668185,0
-0.93170988,-0.695684457,-1.158312582,2.537962589,1.997477781,-0.174557376,-0.297760974,0.547800143,0.571077614,-0.650513368,0
-0.728336117,-0.154014911,-0.482263252,0.270620189,0.311669681,0.044629639,-0.599256355,-0.713233441,1.081776887,-1.992679856,0
-0.533363184,-0.089390668,-0.148787901,-0.319599943,-0.40681214,0.374136438,0.207331975,-0.400482555,0.574107845,-1.059603011,0
-0.637683145,-0.477370508,-1.035798478,0.724088669,0.794880376,0.265590121,0.084381279,0.627661139,-0.515580077,0.594191245,0
-0.829868389,-0.805261141,-1.288232547,2.30876682,2.650807598,0.02175867,-0.081367357,-0.187167801,-0.824652146,0.155676373,0
-0.180707663,-0.050237839,0.484095838,-0.930606327,-0.907215725,-0.255565973,-0.852626357,0.322217919,-0.71344535,0.306803496,0
0.118292535,-0.465280717,0.092219982,-0.274198395,-0.442102809,0.319765317,1.064537834,0.247657624,-0.848610509,0.474523292,0
-0.807897347,-0.512920383,-1.002577901,0.940703287,0.617522143,0.300573025,0.057814674,0.377894472,0.544763257,-1.155679932,0
-0.786030165,-0.808193651,-1.566692929,1.926409199,1.744108877,0.043894917,-0.042739996,0.239413692,-0.893696208,0.182090836,0
0.14550849,-0.03159078,1.514780122,-0.950298565,-0.901786392,0.007814152,0.878699049,-0.586607215,-0.973416951,0.137464578,0
-0.861399242,-0.600639508,-1.059497234,1.212018566,1.467212861,0.09069249,-0.301921749,0.342450844,1.667634316,-0.307821175,0
-0.344591146,-0.154587241,-0.350438922,-0.582710123,-0.60407793,0.539970808,0.447021616,-0.799355408,0.534764644,-0.81177005,0
1.133010986,0.100350383,0.305931977,-0.790025628,-0.851112611,-0.661439953,2.03755323,-0.34310152,-0.639018893,1.132917825,0
0.865489711,0.711855102,0.844867077,-0.670231181,-0.735286826,-0.194722541,-1.246141132,-0.60931764,-0.953534651,2.83970158,0
0.294740678,0.580448114,1.072756006,-1.334297206,-1.299937527,1.475513524,0.759352266,-1.175949958,-0.614144949,-0.535154157,0
1.164499351,0.856229455,1.759173542,-1.345784345,-1.290888637,1.822461105,1.467176118,1.077428391,-0.974072032,0.22960743,0
-0.703905489,-0.386538998,-0.155982166,0.576943891,0.728823483,0.24552123,0.129532155,-0.257800586,-0.472528578,-1.399059633,0
-0.957379743,-0.572137469,-1.031566557,1.742614978,1.614709758,-0.193077439,-0.018149856,-0.257061176,-0.782945288,0.007747353,0
-0.003173714,0.19272991,1.043978946,-1.013204325,-1.053807734,0.729002128,0.585423257,-0.944130769,-0.954492373,0.435677706,0
0.603364419,0.356852376,1.588203946,-0.980383929,-0.965128618,-0.253755348,1.220186494,-0.876748505,-0.965525325,1.957198931,0
0.208034374,-0.261171455,-0.099062833,-0.074540982,0.131596781,1.277400364,0.822512904,-0.549708775,-0.907655958,0.80565414,0
-0.000980858,0.019880773,1.160779957,-0.886298792,-0.845683277,-0.054801058,0.265441644,-0.691171199,-0.656552859,0.685825612,0
-0.941146948,-0.637868217,-1.213327551,2.271023364,1.682576429,-0.179342359,-0.245672859,0.559438636,1.92234994,-0.739913077,0
-0.874712164,-0.600432379,-0.992421291,1.55827375,1.545938199,0.154655534,-0.342894203,-0.403886718,1.106712125,-0.338825385,0
-0.32222591,0.393094497,0.428657677,-0.971631823,-0.876449501,0.040207794,0.138792918,0.75600145,-1.019318629,-0.498757329,0
-0.75100349,-0.404891716,-0.986285006,0.481217734,0.215751453,-0.500169304,0.133557636,-0.313241872,-0.67345856,-0.011896229,0
-0.557083317,-0.169266145,-0.52987236,-0.419702153,-0.460200588,-0.321060956,-0.557370177,0.678248251,-0.934859081,-0.782425108,0
-0.422086986,0.182171783,0.573177769,-0.922401228,-0.966033507,0.108060644,0.263949491,-0.356281249,-0.796200154,0.243269622,0
0.440021478,0.538946007,1.77102292,-0.844179283,-0.766957939,-0.601503523,0.929714617,1.254617724,-0.902468938,1.416692653,0
-0.346892582,-0.526443725,-0.604988952,0.591166063,0.686293703,0.412585204,0.483899962,-0.256283356,-0.942041993,-0.197520052,0
0.457158324,-0.272334617,0.097298287,-0.792213655,-0.815821942,0.55349814,1.075869181,-0.741177348,-0.791714187,0.961745684,0
-0.234617915,-0.266409638,0.266786711,-0.023669367,0.037488331,0.336777088,0.553591958,0.489900562,-0.589198218,0.761215218,0
-0.476306456,-0.196231068,-0.591869998,-0.116660491,-0.253885909,-0.617346495,-0.500911484,-0.585368465,-0.634498447,0.568031025,0
-0.622647097,-0.617934778,-0.518869366,0.539200435,0.617522143,0.149583419,0.218996654,0.520840516,-0.502375012,0.118931634,0
-0.833739522,-0.350836502,-0.669737338,0.768943211,0.596709698,0.398497119,0.142120361,0.291806115,1.990233244,-0.504417571,0
-0.48999705,-0.686178327,-0.61578035,0.574755865,0.92880394,0.144541705,-0.56710937,-0.557775058,-0.743065762,0.484572563,0
-0.25971891,-0.241352482,0.258534465,-0.826675071,-0.803153497,-0.077521705,0.167977164,-0.378213854,-1.027057019,0.310777709,0
-0.237731345,0.030373491,0.697596237,-0.869888593,-0.779626384,0.908227019,0.462843148,-0.606182353,-0.468398883,-0.526295812,0
0.669794482,0.604011762,1.564716787,-0.825034051,-0.745240605,-0.463201806,1.190586562,-1.18051605,-0.938061702,1.82685279,0
0.731768021,0.459435731,0.900093642,-1.189340454,-1.192255742,1.241382093,0.93462441,1.066212418,-0.632927784,0.492721706,0
-0.50668069,0.271062821,0.3260336,-0.605137394,-0.589599706,0.325546819,-0.64395233,-1.105989364,-0.657705956,0.372317787,0
-0.494465376,-0.401583103,-0.088483031,0.316568745,0.405778131,0.764420798,0.251747558,0.579825204,-0.643960736,-0.833621528,0
0.428958062,0.875143602,0.592433008,-0.306471785,0.022105219,0.538710802,-0.889689016,-0.871611051,-0.78792544,2.179728067,0
-0.751468498,-0.857828297,-1.453065858,2.057143779,2.565748037,0.403689155,0.118663553,-0.317414252,2.079868319,0.427006697,0
-0.899749426,-0.552176776,-1.008714186,1.525453354,1.567655533,0.050556397,-0.252159119,0.337015706,-0.238193268,-1.497341774,0
0.679186701,0.620576629,1.238224105,-1.291083683,-1.240214856,-1.787152384,0.552815489,-1.038871174,-0.6377547,0.2901573,0
-0.812958146,-0.458630786,-0.42365115,0.995403948,0.708915927,-0.083941655,0.137773312,-0.308248459,1.054133212,-0.132728346,0
-0.578714455,-0.311536503,-0.049972553,-0.014917261,-0.191448572,0.410095594,0.124747852,-0.547845848,-0.603349511,0.53934176,0
-0.227312331,-0.026347146,0.63983052,-0.697581511,-0.414051252,0.386397007,0.367015919,0.494951591,-0.829793195,-0.10109522,0
-0.522670359,-0.407687958,-0.61578035,0.366893353,0.161458116,0.158123085,-0.411692083,0.416137292,-0.206358604,0.257493823,0
-0.33468671,0.260695471,0.81376246,-1.013751332,-1.034805066,0.368520459,0.403088385,0.972000163,0.519586673,-1.727352332,0
-0.521759226,-0.173294258,-0.307061735,-0.102985326,-0.061144564,0.318395524,0.305874884,0.777766008,1.345993109,-0.99442325,0
0.132065744,0.159218621,1.012662732,-1.025785477,-1.009468176,-1.152582228,0.495145034,-1.025369754,-1.036458014,0.84534274,0
0.475038711,-0.186730389,0.076561876,-0.822846025,-0.852922389,0.574896286,-1.478675888,-0.70845609,-0.62767947,-1.128556266,0
-0.904760655,-0.572186526,-0.892759559,1.573589935,2.188409348,0.106597955,-0.103706521,-0.450815195,0.05725617,0.310349511,0
-0.432963926,-0.012960073,0.111898413,-0.776350463,-0.833919721,0.704122919,0.32934934,-0.33426702,-0.324361392,-1.394195572,0
0.814527658,0.940367428,2.346140942,-1.315151974,-1.210353521,-0.576899623,1.147114114,0.661222634,-1.012729505,1.311382713,0
-0.650896928,-0.600732171,-0.246756865,0.691815279,0.4573568,0.448100148,-0.549042746,-0.486278029,-0.316190111,-0.905612313,0
0.131289157,-0.048351875,0.671146733,-0.337651162,-0.087386343,-0.463088642,0.448325535,0.824814519,-1.004531408,1.530860939,0
0.266889762,-0.520622311,-0.353401267,0.083543928,-0.043046785,0.772870946,1.096616192,0.0733251,-1.014346139,-0.03377447,0
-0.634978072,-0.651462419,-1.115570183,0.675405081,0.542416361,0.250446401,0.207649621,0.176688745,0.615902814,0.075670257,0
-0.773139763,-0.816217174,-1.515275092,1.920939133,1.402060857,0.026373062,0.000238336,-0.287813877,1.188850156,-0.758646739,0
0.470700209,0.314156552,0.989387169,-0.365548499,0.002197662,0.153686039,0.551552747,1.380523746,-1.029317242,2.035037294,0
-0.711189829,-0.443210578,-0.374772466,0.39314967,0.225705231,0.140420506,0.082147951,-0.32648882,-0.208312356,-0.668163154,0
-0.57140179,-0.545221603,-0.881968161,0.120193371,-0.086481454,-0.508930232,-0.677591468,0.447038835,-0.619519682,-0.447587671,0
0.411658345,-0.086932374,0.130095672,-0.496283079,-0.608602374,-1.414530067,0.525344964,-0.523805446,-0.99632565,0.78603732,0
-0.281782009,0.049369399,0.140252282,-0.843632276,-0.901786392,0.873843715,0.128408628,-0.680977915,-0.97518682,-0.519658743,0
-0.352767735,-0.667204222,-0.834570649,0.862481342,1.331479519,0.683853035,0.466094121,0.289381429,0.089424121,-0.751942764,0
1.844095682,1.685879149,2.101959118,-1.561851956,-1.498108205,-1.999596847,0.497762675,-1.426787328,-0.897224455,1.412571247,0
-0.110335653,-0.410037236,0.206693437,-0.479325874,-0.444817476,0.055321112,0.194871219,0.477633091,-0.927860052,0.422778242,0
-0.80812159,-0.724562598,-0.889162426,1.817554883,2.350384469,-0.228436994,-0.512884006,0.225869059,0.058129612,0.402318408,0
-0.677626631,-0.262970207,-0.699995571,0.532089349,0.421161243,0.389626406,0.140643894,0.604768261,-0.566078819,-1.512794369,0
-0.651468156,-0.375250468,-0.503422855,0.056740605,-0.151633458,-0.285044373,0.116516499,0.587142475,1.401253643,-0.58851833,0
-0.360840464,0.109387748,0.021970099,-0.841991256,-0.614031708,0.710034475,0.181537917,0.702543125,-0.993563581,-0.097241439,0
-0.951424335,-0.597488967,-1.589756897,1.981656867,1.914227999,0.321075993,-0.346745174,0.482952996,2.378987746,-0.514493605,0
-0.670767172,-0.355327931,-0.486918365,0.254756998,0.11530878,0.172420607,0.130090977,0.462014272,-0.873928836,-0.385137672,0
-0.358142473,-0.25670183,-0.16592718,-0.433377318,-0.556118816,0.469133468,0.394264876,-0.578612953,-0.26236616,-0.194428998,0
-0.959074544,-0.565841838,-1.334148887,1.729486819,1.497979085,-0.197894514,-0.014498884,0.349129533,2.048152412,-0.384227751,0
0.174025052,0.114920272,0.010332317,-0.122130557,0.339721238,-0.752454282,-0.914700723,0.872395982,-0.595040319,1.341236141,0
-0.109039767,0.036505599,1.173687315,-0.822846025,-0.864685945,0.900444032,0.619460433,0.49346317,-0.808535608,-1.133948885,0
-0.651635748,-0.64903683,-0.994325655,0.455508424,0.155123894,0.621602652,0.190879072,0.322722062,-0.535856958,0.279934073,0
1.14802343,2.0164025,2.995952364,-1.596860379,-1.527064651,1.285021206,1.279096161,-2.162763558,-0.926990441,1.799969986,0
1.616147303,1.221283388,2.529383108,-1.541612711,-1.480010426,-1.904809255,1.78041657,0.921465865,-1.000003301,0.387358241,0
-0.833800894,-0.628912614,-1.160640139,1.190138301,0.95414083,0.036914213,-0.047724298,0.280950243,0.945657838,-0.309881878,0
-0.753597622,-0.644485443,-1.274478805,1.031506384,0.956855497,0.001328329,0.115512579,0.390987776,0.488426244,0.744194349,0
1.061321846,0.333953722,1.147449406,-1.072828046,-0.996799731,-1.137759422,1.071478995,1.148690154,-0.901365643,1.544897804,0
-0.148969091,-0.26135133,0.690825164,-0.683359339,-0.732572159,0.427039805,0.47637645,-0.217003443,-1.026417261,0.466320624,0
-0.833125806,-0.627233779,-1.296696389,1.0741729,0.972238609,0.088196124,-0.325272675,0.279250563,-0.800188107,-1.181211236,0
-0.754456824,-0.658537509,-1.366946272,1.107540303,1.023817279,0.163482333,-0.537011401,-0.504964916,-0.746207089,0.679255449,0
-0.69250689,-0.00765103,0.082909757,-0.076182002,-0.204117017,0.445527777,0.129132156,0.38382415,-0.65703172,-0.982125939,0
0.816937674,0.164925569,0.229969001,-0.819016979,-0.861971278,-2.530910684,1.213792391,0.75363438,-0.889275366,1.455484713,0
-0.274837573,-0.634052683,-0.76410917,0.306722626,0.094496334,-0.048725667,-0.819998981,-0.265996504,-0.746092163,-0.924479787,0
-0.353945598,-0.615302059,-0.505750412,0.119099358,0.064634999,0.765211258,0.468966664,-0.509098886,-1.011392526,-0.214821927,0
-0.795443628,-0.71949884,-1.132074674,1.622273524,2.257180908,0.044582346,0.041095105,-0.459020717,-0.685295998,-0.875946222,0
-0.369116192,0.137889786,0.535936867,-0.815187932,-0.707235269,0.710015896,0.417005999,-0.355167334,-0.817737397,-1.320430442,0
-0.24953122,-0.389378845,-0.220095765,-0.468385741,-0.489157034,1.019735871,-0.675993432,0.151592044,-0.986633508,0.16477558,0
0.960205013,0.589550888,1.919563337,-1.032349557,-0.975987285,0.024714448,0.826940345,0.537405202,-1.057773065,1.933219844,0
0.941651898,0.438210461,2.459979609,-1.402673032,-1.375948198,-1.117415221,1.512103465,0.787335115,-1.040775423,1.301253155,0
0.524202103,0.061977014,1.785834643,-1.073375053,-1.086383736,0.659863937,1.202129673,-0.756671331,-0.907678943,0.669326609,0
0.252550046,-0.010392763,1.308050797,-0.903255997,-0.919884171,-0.919001417,1.001490921,0.702394283,-0.948707735,1.171295069,0
-0.652147965,-0.309999388,-0.008076538,0.198415317,-0.050285896,0.260548407,0.115400815,0.504976827,-1.034864366,0.185048078,0
0.119689919,0.207741311,0.758747491,-0.8042478,-0.599553485,-0.890708706,0.428117738,0.679078886,-0.925009872,1.478794741,0
-0.709596527,-0.397495031,-0.793097827,0.305628612,0.319813681,-0.103981833,-0.013893003,0.631502225,-0.714142572,-1.34275829,0
-0.148454513,0.133883476,0.890783416,-1.003358206,-1.010373065,0.811561241,0.359196329,-0.466770109,-0.837841887,-0.597845017,0
-0.777152524,-0.634875748,-1.215866704,1.177010143,1.08263506,0.194438623,-0.547603533,-0.499452956,0.124591657,-1.41568442,0
-0.788289113,-0.806046051,-1.197881041,1.807161758,1.821929326,0.070355045,-0.133035865,-0.25993719,-0.959395907,-0.855165239,0
-0.463954236,-0.047343484,-0.413917733,-0.57833407,-0.657466377,-0.40125038,-0.446950825,-0.796911517,0.065802877,-0.78425833,0
0.883459795,0.366298548,1.576354568,-1.175118282,-1.034805066,-0.478531317,1.073775068,-1.079553084,-0.946447512,1.791807462,0
0.276145076,0.147499481,1.342329354,-1.009375279,-1.016707288,0.826009086,1.113573015,-0.279051398,-1.029960831,-0.173286723,0
-0.539285546,-0.119429821,-0.553359519,-0.25724119,-0.37242636,0.251105118,-0.497478159,0.564023934,0.964705004,-0.68424734,0
-0.949469884,-0.651745859,-1.13440223,2.222339775,2.826356053,0.280188288,-0.071677183,0.41178246,0.927108686,0.023751252,0
-0.617399823,-0.138856339,0.22891102,0.069321757,0.215751453,-0.065203709,-0.494956596,-0.539995627,-0.197892345,-1.9103695,0
0.32447287,0.19615844,1.189133825,-0.960691691,-0.975082396,0.309007972,1.265984427,0.525608265,-0.936602134,-0.279881257,0
-0.688810429,-0.30937255,-0.673969259,0.441833258,0.15783856,0.228622622,0.243871106,-0.731084892,0.221248747,0.022734282,0
-0.703400353,-0.263520734,-0.641595066,0.354312201,0.411207464,0.465645649,-0.465893918,0.292300655,-0.929093597,-0.841048087,0
1.212180383,1.169266759,0.017949774,-0.732042928,-0.727142826,0.150294495,0.350861054,1.51025165,-0.893811135,1.757979822,0
0.765147104,0.383353984,1.749016933,-1.132451766,-1.087288625,-0.230752636,1.212221806,-1.046899046,-0.986794405,1.709887837,0
0.780860601,-0.19703233,-0.264954124,-0.191600397,-0.361567693,0.956870686,1.466880041,0.345855007,-0.764465093,1.295539388,0
-0.961843348,-0.5569898,-1.59758595,1.69064935,1.33057463,-0.20289738,-0.014947903,-0.451569009,-0.150734136,-1.17753141,0
-0.707273847,-0.63360027,-1.325261853,0.896942758,0.663671479,0.630611865,-0.546232948,0.407144348,0.216877706,-0.00198077,0
-0.514538618,-0.565220451,-0.748451063,0.155748801,0.24380301,-0.19286969,-0.384354891,-0.558994603,-0.516350085,-0.543825166,0
0.184901992,-0.018263665,0.514565667,-0.953580605,-0.918074393,0.783660382,0.407157003,-0.610753247,-0.59634282,0.424932613,0
-0.76219437,-0.819662056,-1.480150151,1.68900833,1.209319512,0.058292091,-0.05889486,-0.306601593,-0.019449665,0.144248839,0
-0.898269426,-0.551539037,-0.773630991,1.509590162,1.466307972,0.050647604,-0.182723985,-0.340561601,1.36951475,-1.014642223,0
-0.779902444,-0.336119443,-0.604988952,0.290859434,0.37229724,0.402876739,0.068097003,-0.398230718,1.471224779,-1.316770687,0
-0.758627734,-0.862902957,-1.459836931,2.167639114,2.797399607,-0.23771476,-0.547185887,0.286106902,0.449872205,-0.764106263,0
-0.646957342,-0.196732538,-0.411801772,-0.018199301,-0.194163238,0.502380063,0.144798786,0.250432809,-0.988495319,-0.647676557,0
-0.475017652,-0.51004238,-0.722424751,-0.050472691,-0.174255682,0.418770381,0.194302593,-0.541868157,-1.009086332,-0.49493031,0
0.780530138,0.302693598,1.19103819,-1.048212748,-0.955174839,-1.147510112,-1.253219547,1.022798535,-1.024712517,1.002036437,0
-0.895899537,-0.555092934,-1.170585152,1.488256904,1.517886642,0.055572775,-0.174196554,0.329223101,1.047796926,0.352031908,0
-0.206339758,-0.087281222,0.148292931,-0.86879458,-0.853827278,0.631995169,-0.654842501,0.519448122,-0.625074467,-1.080812192,0
-0.953713968,-0.584276318,-1.322511105,1.923127159,1.625568426,-0.183021037,-0.067451703,-0.54566123,1.249722938,-1.955160346,0
-0.147104338,-0.321598611,0.56936904,-0.600761341,-0.336230802,0.727715097,0.425504019,-0.425555249,-0.844929027,0.055678764,0
0.602339985,0.33144092,1.604073649,-1.270297432,-1.158774852,0.817634944,1.208243384,-0.627956514,-0.970294778,-0.258016398,0
-0.761835582,-0.3529623,-0.850228756,0.169423966,-0.04757123,0.098693359,-0.459740991,0.258259023,-0.608678274,-1.357846916,0
-0.822947558,-0.643836802,-0.996441616,1.065967801,1.080825282,-0.301584909,-0.423003821,0.083278316,-0.900668421,0.245638092,0
-0.304897867,-0.394022895,-0.205495639,0.03814238,-0.054810341,0.851053819,0.040359812,0.22788563,-0.85968177,0.440147023,0
-0.46075347,-0.327561745,-0.139054484,-0.243019018,-0.311798801,0.463387434,0.389904101,-0.642341384,-0.667827157,-0.130466925,0
1.134214814,-0.03544992,0.598569293,-1.082127158,-1.099052181,1.656660515,1.302866695,-0.77409066,-0.969088049,0.670932351,0
0.674022043,-0.014251903,-0.162541644,0.214825515,0.037488331,-1.630749481,-0.968808441,0.431323989,-0.929591612,1.211572441,0
-0.772391502,-0.813159296,-1.529663623,1.725110766,1.455449305,0.081095499,-0.320941313,0.267203954,1.378785495,-0.261937085,0
1.396484094,0.012342368,0.246473491,-0.685000359,-0.673754378,-1.11339874,0.558691946,0.719477516,-0.984411594,1.62705829,0
-0.603121478,-0.209045811,-0.277861482,0.045800472,0.044727443,0.390427,0.305139592,0.431871344,0.340163286,-1.211894298,0
0.240898879,0.078476472,0.818629169,-1.116588575,-1.051093067,1.250622701,0.339947354,-0.261223954,-0.95106756,0.728190449,0
-0.508448665,-0.484085848,-0.334357624,0.274996242,0.151504338,0.734906928,0.124779225,-0.328519794,-0.822058636,0.046552795,0
0.010580612,-0.338763063,-0.398894414,-0.248489084,-0.385094805,-0.574636341,-1.284854768,-0.596598842,1.548723607,-0.85607516,0
-0.748428242,-0.328706405,-0.439097661,0.374004439,0.25194701,0.226714034,-0.034914523,-0.65777295,0.695776791,-1.236703018,0
-0.310435476,-0.324612883,-0.085520687,-0.212386648,-0.003231671,0.456462468,0.327008168,0.453818353,-1.028236932,-0.165458729,0
-0.724830853,-0.515307817,-1.291194892,1.088395072,1.340528409,0.310595647,0.096685172,-0.444981545,-0.593075074,-0.999481339,0
-0.951509311,-0.605888592,-1.426616354,1.901246895,2.182075126,0.311956995,-0.349329482,0.009322992,1.719466206,0.352446725,0
0.159033852,-0.446017721,-0.112181787,-0.434471332,-0.435768586,1.129798925,0.557417439,-0.219697005,-0.850177341,0.469692683,0
-0.677973617,-0.303175033,-0.573672739,0.517320171,0.319813681,0.476598919,0.272678882,-0.206008332,0.266112255,0.030977093,0
-0.699236524,-0.640615401,-0.905455321,1.142548726,1.48531064,0.27731865,0.192806518,0.395486649,1.353578264,-0.1622071,0
-0.637928631,-0.494567665,-0.393604513,0.369081379,0.498981692,0.249934629,0.077228354,-0.465425729,-0.873469129,-0.008992512,0
-0.427785105,-0.650688411,-0.625090575,0.230688707,0.236563898,0.866533653,0.003083428,-0.238561542,-1.018908724,-0.574347653,0
1.209985167,0.257354153,1.218122482,-0.973819849,-0.833014832,1.291154024,1.491799591,-1.056559379,-0.966176576,1.155786273,0
-0.727854585,0.004738554,0.2246791,0.143714656,0.246517677,-0.223143617,-0.473458607,0.644413078,-0.807309724,-0.029693208,0
-0.816343027,-0.510576555,-0.894452327,0.908976904,1.050059058,0.325291778,0.041469614,0.35862662,1.664389555,-0.829593791,0
-0.645958872,-0.180031401,-0.669737338,-0.02804542,-0.104579233,0.313792955,-0.548936863,-0.622991909,-0.161996941,-0.553165235,0
-0.541653074,-0.562822116,-0.522466498,-0.129241643,-0.304559689,0.325472503,-0.636830778,-0.306222286,-1.048578938,0.103289027,0
-0.570858887,-0.525135542,-0.598429475,0.572020832,1.186697288,0.360196987,0.279074946,-0.567771486,-0.716096323,-0.528543851,0
-0.82870941,-0.626307149,-1.042357955,0.896395752,0.645573701,0.060188856,-0.087669303,0.216957738,0.582420868,-0.242440696,0
-0.837228263,-0.38583585,-0.554629096,1.047369576,1.041010169,-0.05570806,0.100083203,0.556913122,0.108337206,-1.240837805,0
0.059980049,-0.079813677,0.608937498,-0.865512541,-0.850207722,1.098900062,0.406047201,0.670902173,-0.978397103,0.054246977,0
-0.183778605,0.353265774,0.311856666,-0.460180642,-0.471964144,1.018166774,0.310998402,1.144028035,-0.885735627,0.968864475,0
-0.78098589,-0.51532962,-0.804524012,0.354859207,0.153314116,-0.250404339,-0.333702067,0.311885396,-0.612585778,-0.068485268,0
-0.387518238,-0.596573239,-0.671006915,0.29797052,0.403968353,-0.204015509,-0.734867806,0.528176991,-0.723413316,0.072070718,0
0.593589807,0.126007123,1.042074581,-0.827222078,-0.703615713,-0.451265528,1.092416201,0.621035264,-1.049555814,1.409694292,0
1.392376916,0.611839057,0.903479179,-0.564658905,-0.683708157,0.206256669,-2.000576642,1.600992524,-1.022812397,2.064676623,0
-0.729853884,-0.666086816,-1.410535055,0.920464042,0.727918594,0.010698992,0.113187095,-0.494805241,-0.982457842,-1.199155408,0
0.122300574,0.064898622,0.981134923,-1.126434694,-1.088193514,0.272366454,0.326794443,-0.629728215,-0.851977858,-0.017181798,0
-0.663940759,-0.398296293,-0.619800674,0.232876733,0.595804809,0.335047536,-0.001567542,-0.446748445,-0.865891636,-0.276950777,0
-0.140842071,0.420277451,0.84846421,-0.926230274,-0.918074393,0.343323715,0.683711265,0.779350456,-0.361662731,0.842827077,0
-0.670247873,-0.430657472,-0.662543073,0.410653882,0.604853698,0.318937699,0.122834131,-0.573153809,-0.32517737,0.034375915,0
-0.956069695,-0.577462864,-1.192802736,1.7858285,1.701579097,0.334934371,-0.388941155,-0.32811648,1.600846645,-0.701535834,0
-0.75733657,-0.822970669,-1.48713282,1.634854676,1.164979954,0.502673952,-0.069486992,-0.313006605,2.377336634,0.886101835,0
-0.745789263,-0.696000602,-1.200420193,1.274377319,1.132403952,-0.00624353,0.110959649,-0.525749997,1.000757474,-1.467782732,0
0.193727704,-0.216774993,0.196325231,-0.394539849,-0.438483253,0.652053926,0.973904711,-0.817427721,-0.841109633,-0.681945776,0
-0.559453206,-0.439520412,-0.964490615,-0.116660491,-0.221309907,0.70109789,0.18164576,-0.434673028,-1.024222164,-0.649937977,0
0.770422703,0.353680032,1.933528675,-1.248964174,-1.172348186,0.496681322,-0.947830058,1.108051456,-0.742521777,0.167344768,0
-0.757112327,-0.720774318,-1.132074674,1.341659132,1.561321311,0.018669459,0.077306786,0.488978701,1.251017778,-0.023644911,0
0.2674067,-0.043974912,1.09603157,-1.193716507,-1.147916184,1.018991014,0.800975699,-0.608146109,-1.051069014,0.162139486,0
-0.516478906,-0.449604323,-0.450100655,0.631097545,0.918850161,0.404787016,0.222737822,-0.589579256,-1.014790522,-0.883051632,0
